"발생일","발생시간","요일","발생지_시군구","사고내용","법정동","사망자수","중상자수","경상자수","부상신고자수","사고유형_대분류","사고유형_중분류","사고유형","가해자법규위반","노면상태_대분류","노면상태","기상상태","도로형태_대분류","도로형태","가해자차종","가해자연령","가해자성별","가해자신체상해정도","피해자차종","피해자연령","피해자성별","피해자신체상해정도","경도","위도"
"2012-04-05","17","목","은평구","사망","불광동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","51-60세","여","상해없음","이륜차","41-50세","남","사망","126.92769430","37.62339308"
"2012-04-07","03","토","양천구","사망","신정동","1","0","0","0","차대차","정면충돌","정면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","남","사망","화물차","41-50세","남","기타불명","126.83085053","37.51460562"
"2012-04-07","05","토","종로구","사망","세종로","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","71세이상","여","상해없음","보행자","21-30세","남","사망","126.97681891","37.56996423"
"2012-04-09","07","월","강서구","사망","화곡동","1","0","0","0","차대사람","차도통행중","차도통행중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로내","승용차","21-30세","남","상해없음","보행자","31-40세","남","사망","126.84395767","37.53226445"
"2012-04-09","22","월","금천구","사망","독산동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","51-60세","남","상해없음","보행자","65세이상","여","사망","126.89926012","37.47132077"
"2012-04-13","07","금","금천구","사망","시흥동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","41-50세","남","상해없음","보행자","65세이상","여","사망","126.90549460","37.45663310"
"2012-04-14","19","토","강서구","사망","화곡동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","41-50세","남","상해없음","보행자","51-60세","남","사망","126.84700070","37.53114562"
"2012-04-14","20","토","용산구","사망","동자동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","횡단보도상","승합차","51-60세","남","상해없음","보행자","31-40세","남","사망","126.97206166","37.55569275"
"2012-04-14","20","토","구로구","사망","개봉동","1","1","0","0","차대차","측면충돌","측면충돌","중앙선 침범","포장","건조","맑음","단일로","기타단일로","원동기장치자전거","20세이하","남","사망","원동기장치자전거","41-50세","남","중상","126.85520316","37.49730896"
"2012-04-16","12","월","은평구","사망","불광동","1","0","0","0","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승합차","51-60세","남","상해없음","이륜차","65세이상","남","사망","126.93146747","37.63237060"
"2012-04-16","14","월","영등포구","사망","신길동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승합차","61-70세","남","상해없음","보행자","65세이상","여","사망","126.91998271","37.49853712"
"2012-04-17","03","화","구로구","사망","개봉동","1","0","0","0","차대차","추돌","주정차중 추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","21-30세","남","사망","화물차","41-50세","남","기타불명","126.84497258","37.50421110"
"2012-04-17","06","화","금천구","사망","독산동","1","2","7","1","차대차","측면충돌","측면충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","21-30세","남","사망","승합차","41-50세","남","상해없음","126.89764841","37.46640918"
"2012-04-17","07","화","도봉구","사망","창동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","41-50세","남","사망","127.04650311","37.66194596"
"2012-04-18","13","수","중구","사망","만리동2가","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","31-40세","여","상해없음","보행자","65세이상","여","사망","126.96441377","37.55332381"
"2012-04-18","13","수","종로구","사망","재동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","화물차","31-40세","남","상해없음","보행자","51-60세","여","사망","126.98591819","37.57730510"
"2012-04-18","14","수","영등포구","사망","대림동","1","0","0","0","차대사람","기타","기타","중앙선 침범","포장","건조","맑음","단일로","횡단보도상","원동기장치자전거","31-40세","남","상해없음","보행자","65세이상","남","사망","126.90865401","37.48760160"
"2012-04-18","18","수","광진구","사망","군자동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","보행자","65세이상","여","사망","127.07167004","37.54792086"
"2012-04-19","21","목","관악구","사망","신림동","1","0","0","0","차대차","기타","기타","중앙선 침범","포장","건조","맑음","단일로","기타단일로","이륜차","41-50세","남","상해없음","승합차","41-50세","남","상해없음","126.91927866","37.47257459"
"2012-04-20","03","금","양천구","사망","신정동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","교차로","교차로부근","승용차","51-60세","남","사망","없음","불명","없음","없음","126.86009933","37.52938758"
"2012-04-21","09","토","동대문구","사망","장안동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","횡단보도상","이륜차","31-40세","남","상해없음","보행자","41-50세","남","사망","127.06648701","37.56128702"
"2012-04-21","11","토","영등포구","사망","양평동2가","1","0","0","0","차대차","측면충돌","측면충돌","중앙선 침범","포장","젖음/습기","비","단일로","교량위","원동기장치자전거","71세이상","남","사망","승용차","51-60세","남","상해없음","126.88041518","37.52385347"
"2012-04-21","21","토","서초구","사망","방배동","1","0","0","0","차대사람","기타","기타","안전운전 의무 불이행","포장","젖음/습기","비","단일로","횡단보도상","화물차","31-40세","남","상해없음","보행자","61-64세","여","사망","126.98275814","37.49378107"
"2012-04-22","04","일","강남구","사망","청담동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","41-50세","남","상해없음","보행자","65세이상","여","사망","127.05590603","37.52215600"
"2012-04-23","05","월","금천구","사망","가산동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","젖음/습기","비","단일로","기타단일로","승용차","51-60세","남","사망","없음","불명","없음","없음","126.87878136","37.47519888"
"2012-04-28","05","토","은평구","사망","응암동","1","0","0","0","차량단독","공작물충돌","공작물충돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","이륜차","21-30세","남","사망","없음","불명","없음","없음","126.92239531","37.58619605"
"2012-04-28","20","토","양천구","사망","목동","1","0","0","0","차대사람","횡단중","횡단중","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","원동기장치자전거","20세이하","남","상해없음","보행자","65세이상","여","사망","126.86365318","37.54003367"
"2012-04-30","08","월","강동구","사망","천호동","1","0","2","0","차대차","추돌","진행중 추돌","안전운전 의무 불이행","포장","건조","맑음","단일로","기타단일로","승용차","61-70세","남","상해없음","승용차","41-50세","남","경상","127.14362484","37.55015195"
